id,text,label,origin,type,language,split,translated_text
en_16625,"Hey brother, can you spare a Paxil? I'm terrible at this panhandling shit.",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Hallo Bruder, kannst du mir einen Paxil sparen? Ich bin schlecht daran, dieses Straßenbegleitern zu tun."
en_6761,Lunesta take me to dreamland!,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Lunesta, führe mich ins Schlafland!"
en_9696,i wonder if olanzapine causes restless legs &lt;_&lt;,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Wunder, ob Olanzapin Restless-Bein-Syndrom auslöst... _"
en_15828,Two patients died 3-4 days after injections with the long-acting antipsychotic drug #olanzapine #Zyprexa HTTPURL___________,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Zwei Patienten starben 3-4 Tage nach Injektionen mit dem langwirksamen Antipsychotikum Olanzapine Zyprexa HTTPURL___________
en_9952,@USER_________ i know. i just realised with everything else - i haven't taken the sodding quetiapine yet!! wondered why i wasn't drowsy doh!,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,USER______ weiß ich. ich habe erst jetzt mit allen anderen Dingen bemerkt - ich habe das Quetiapin noch nicht eingenommen!! wundere mich warum ich sonst betäubt war doh!
en_3072,the depression is starting to come out. i really need a higher dose of synthroid,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Die Depression beginnt sich zu zeigen. Ich benötige eine höhere Dosis von Synthroid
en_1625,oh my god. it's 5:19am and i am just now realizing that i accidentally took a vyvanse at 11pm... that explains why i can't sleep.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Oh mein Gott. Es ist 519 Uhr früh und ich bin gerade jetzt daran, mir zu merken, dass ich eine Vyvanse um 23 Uhr unbeabsichtigt eingenommen habe... das erklärt warum ich nicht schlafen kann."
en_6370,“@USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.” @USER_,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER_____ Bananen enthalten ein natürliches Chemikalien, das einen Menschen glücklich machen kann - das gleiche Chemikalien, das in Prozac gefunden wurde. USER_"
en_9440,fun facts: do you know what medications are 4 bipolar depression? currently #fda approve combo of #olanzapine &amp; #fluoxetine,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Spaßhaftes Weißt du, welche Medikamente für Depressionen bei Bipolarstörung zugelassen sind? Derzeit FDA genehmigt Kombination von Olanzapine und Fluoxetine"
en_12209,@USER______ venlafaxine definitely does mine. also makes me need 15 hours sleep a day. hence now unmediated &amp; rollercoastery.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Bei dir funktioniert Venlafaxin sicher. Zudem macht es mich auf 15 Stunden Schlaf pro Tag angewiesen. Daher bin ich derzeit unmediziert und rollercoasterig.
en_3032,Heute is mehr Lametta! #UCLfinal,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Heute ist mehr Lametta! UCLfinal
en_17960,going to the hair salon is no longer a pleasant experience.how much are we cutting?half of it. #crohns #hairloss #autoimmune disease #humira,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Besuch im Friseursalon ist nicht mehr ein angenehmes Erlebnis. Wie viel werden wir abschneiden? Hälfte davon. Crohns Haarausfall autoimmunerkrankung Humira
en_10874,$SNY emphasizes differences btw Afrezza and Exubera $MNKD #sizematterspic.twitter.com/7aBof8TLqp,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,SNY betont Unterschiede zwischen Afrezza und Exubera MNKD GrößeSachepic.twitter.com7aBof8TLqp
en_10342,"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Der Tag war ein Fiasco. Ich habe den Optiker verpasst und gespannt den ganzen Tag. Hier sitze ich mit einem zerrissenen Gesicht, schmutzigem Haar und ungespült. Schwollen Füße dank Olanzapin."
en_14806,@USER____ my t cell went up w ith humira i also have crohns disease.   i wish u guys had more articles with people like me in it,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER____ meine T-Zelle stieg mit Humira an. Ich wünschte, dass ihr mehr Artikel mit Menschen wie mir enthielt hättet."
en_5697,@USER_____ @USER__ @USER________ #mhchat i had sleep paralysis every night for four months when i took quetiapine in addition to lamotrigine,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER_____ USER__ USER________ mhchat habe ich jede Nacht für vier Monate Schlaflähmung erlebt, wenn ich Quetiapin zusätzlich zu Lamotrigin eingenommen habe"
en_15260,Yes I was referring to Seroquel. Medication can be my friend.  Don't judge me.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Ja, ich meinte Seroquel. Medikamente können mein Freund sein. Verurteile mich nicht."
en_12647,been taking low dosage of paroxetine for the last two years and only recently found out that a common side affect is pinsandneedles.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"In den letzten zwei Jahren nehme ich eine niedrige Dosis von Paroxetin ein und habe erst kürzlich herausgefunden, dass eine häufige Nebenwirkung Pins-und-Nadeln ist."
en_2017,"#cymbalta withdrawal has reached a peak, lost vision and almost crashed my car from a brain zap. thanks a zillion #elililly #bigpharma",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"CymbaltaAbklingphase hat ihren Höhepunkt erreicht, verloren ich die Sehkraft und kam nahe an, mein Auto zu verunglücken von einem Hirnzucken. Danke ein Million mal EliLilly Großpharma"
en_4786,vyvanse makes my brain crazier than it already is.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Vyvanse macht meine Gehirne verrückter als sie schon sind.
en_4314,leathers and 20 of geodon later.... we had a sleepy crackhead,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Lederschuhe und 20 von Geodon später... hatten wir einen schläfrigen Crackhead
en_2334,@USER___ loving sanjay and craig. yer character screams alot. Throat lozenge?,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,USER___ liebe Sanjay und Craig. Dein Charakter schreit viel. Keine Kehlkopf-Löffel?
en_1856,Cipro's Nutter Butter looks darn right delicious! @USER__________ #perfectbiscuit #yum #snacktime,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Cipro's Nutter Butter sieht mir ganz reizend aus! USER__________ perfekterKeks lecker Essenzeit
en_13530,"Oh, and I forgot that with Lamotrigine come awful night terrors. I woke up no fewer than five times screaming and sweaty. #lol",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Und ich habe vergessen, dass mit Lamotrigine schreckliche Nachtschrecken kommen. Ich weckte mich keine weniger als fünf Mal auf, schreiend und schwitzend. lol"
en_7122,@USER_____ @USER__ @USER________ #mhchat lamotrigine also causes me to have fewer hours sleep a night,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,USER_____ USER__ USER________ mhchat lamotrigine verursacht mir auch weniger Stunden Schlaf pro Nacht
en_8329,"@USER__________ because my dr switched from celexa to paxil and,paxil made me feel sick",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER__________ weil mein Arzt von Celexa auf Paxil gewechselt hat und,Paxil machte mich krank"
en_16551,@USER____ @USER________ i'm taking 700mg pregablin and 60 mg duloxetine hence why i'm totally mashed,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,USER____ USER________ ich nehme 700mg Pregablin und 60 mg Duloxetine daher bin ich ganz verdreckt
en_14217,@USER__ i recently stopped taking effexor 225 what can i do to ease my withdrawls?i feel miserable right now and very angry.please any ideas,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER__ habe ich kürzlich Effexor 225 eingestellt, was kann ich tun, um meine Absetzungssymptome zu lindern? Ich fühle mich schlecht jetzt und sehr wütend. Bitte irgendein Tip"
en_10525,question: anyone on #humira experiencing urinary track infections frequently and never had before?,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Frage Jemand auf humira mit häufigen Harnwegsinfektionen erfahren, die ich vorher nie hatte?"
en_11998,"@USER______ @USER_____ when i weaned myself off paxil, slower than recommended, my blood pressure dropped so bad i couldn't walk for a week.",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Anwender___, Anwender___ habe ich mich von Paxil abgesetzt, langsamer als empfohlen, so fiel mein Blutdruck so schlecht aus, dass ich eine Woche nicht gehen konnte."
en_5927,Homework=Depression=Cymbalta,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Heimarbeit  Depression  Cymbalta
en_14148,@USER_____ Cipro is poison capable of immeasurable harm...please do your homework before allowing your mom to continue ingesting it.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Anwender____ Cipro ist Gift, das unbegrenzte Schaden anrichten kann... bitte machen Sie Ihre Arbeit vorher, bevor Sie Ihrer Mutter weiterhin zu essen erlauben."
en_15450,@USER________ @USER_________ @USER_______ @USER____ Since mobile signal of service providers is also very  weak call taxus also not reachable .All air passenger find it very difficult during night time.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Anwender________ Anwender_________ Anwender_______ Anwender____ Since the mobile signal of service providers is also very weak, even taxus cannot be reached. All air passengers find it very difficult during night time."
en_328,"My Effexor has left me with the inability to cry. I was dry eyed watching ""Into the Wild"" and even one of those Sarah Mclachlan commercials",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Meine Effexor hat mich mit der Unfähigkeit gelassen, zu trauern. Ich war trockenäugig bei ""Into the Wild"" und auch einem von denen Sarah Mclachlan-Werbespots"
en_10234,the cipro in you eyes burns but works its buffered for your ears seems stupid but if they take your life take it back,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Das Cipro in den Augen brennt, aber es wirkt buffered für Ihre Ohren scheint dumm, aber wenn sie Ihr Leben nehmen, nehmen sie es zurück"
en_3377,OK I hate #Saphris and I know it's evil but I'm half tempted to take one. Just to have something in my system. I feel like I'm high.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"OK ich hasse Saphris und ich weiß, dass es böse ist, aber ich bin halb eingenommen, einen zu nehmen. Nur um etwas in meinem System zu haben. Ich fühle mich wie unter Drogen."
en_8385,"oxycodone online consultant , oxycodone generic cheapest , online us pharmacy ...",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Oxycodon-Online-Berater, generischer Oxycodon billigste, Online-Apotheke USA ..."
en_17180,"U.S. appeals court blocks lawsuits over Darvon, Darvocet painkillers: (Reuters) - A federal appeals court on Friday upheld the dismis...",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"U.S.-Berufungsgericht blockiert Klagen über Darvon, Darvocet Schmerzmittel (Reuters) - Ein Bundesberufungsgericht hat Freitag die Entscheidung bestätigt..."
en_14980,"#seb2013 fluoxetine - prosac - reduces anxiety in humans, but it also reduces libido and causes lethargy",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"seb2013 fluoxetine - prosac - reduziert Angst bei Menschen, aber es reduziert auch Libido und verursacht Müdigkeit"
en_15415,teratogenic drugs: major non-antibiotics tap cap: thalidomide androgens progestins corticosteroids aspirin &amp; indomethacin phenytoin,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"teratogene Arzneimittel Hauptfokus nicht auf Antibiotika  Tap-Cap Thalidomide, Androgen, Progestin, Corticosteroid, Aspirin  Indomethacin, Phenytoin"
en_1794,going to bed with a nicotine patch on... i really hope i don't have a nightmare.......,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"ins Bett gehen mit einem Nikotin-Patch auf... ich hoffe wirklich nicht, dass ich mich in einer Peinlichkeit erwache..."
en_16172,@USER_______ quetiapine was horrific for me in relation to wait gain. such a horror story. but the weight will come off one day at a time.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER_______ Quetiapin war für mich ein Schrecken in Bezug auf Gewichtszunahme. Eine schreckliche Geschichte. Aber das Gewicht wird irgendwann abgenommen werden, Stück für Stück."
en_14115,"well. i abruptly stopped taking lamotrigine (lamictal), and that is why i am having the pain and weakness. possible seizure. oops.",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,gut. ich habe plötzlich mit Lamotrigin (Lamictal) eingestellt und deshalb habe ich Schmerzen und Schwäche. Möglicherweise Anfall. Oops.
en_12826,@USER________ yeah the first time i was on olanzapine i did not put much weight on but 2nd time i did! weird!,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER________ ja die erste Zeit war ich auf Olanzapin gewesen, habe mir aber nicht viel Gewicht drauf gelegt, aber 2. Mal habe ich zugenommen! Wird seltsam!"
en_12995,"@USER_______ the bad thing about lithium and seroquel is the blood test,and x-old lady was toxic on lithium.",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER_______ das Schlechte an Lithium und Seroquel ist die Blutuntersuchung, und eine alte Dame war toxisch auf Lithium."
en_12870,somebody go to the pharmacy and get the royals imodium they can't stop the runs!,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"jemand gehe ins Apotheke und kaufe das Royals Imodium, das kann die Durchfälle nicht stoppen!"
en_974,pretty sure the quetiapine was affecting my sense of taste,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"ich bin sicher, dass Quetiapin meinen Geschmack beeinflusst hat"
en_13938,@USER__________ letter makes me want to rx metformin for myself,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER__________ Brief macht mich dazu, mir selbst Metformin zu verschreiben"
en_8233,adderall makes me vomit and vyvanse gives me migraines.. the struggle,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Adderall macht mich erbrechen und Vyvanse gibt mir Kopfschmerzen... die Kämpfe
en_4016,"@USER__________ I'm sure it helps that you are so active. I did eventually lose my olanzapine lbs, so there is hope. :)",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"BENUTZER______ Sicher, dass du so aktiv bist, helft sicher. Ich habe schließlich meine Olanzapin-Kilogramme verloren, also gibt es Hoffnung. )"
en_3526,on today's ride i burnt 1119 calories. take that olanzapine you hunger inducing bastard!!!,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Heute auf dem Fahrrad verbrannte ich 1119 Kalorien. Das nimmt dir der Olanzapin, du Hunger induzierender Bastard!!!"
en_3183,Just arrived at Gatwick. Extra legroom seats on the plane to the Dominican Republic. Anyone got cipro going spare? #delhibelly,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Gerade angekommen bei Gatwick. Sitzplätze mit zusätzlicher Beinfreiheit auf dem Flug nach Dominikanische Republik. Jemand hat Cipro übrig? delhibelly
en_10008,to take my seroquel and have weird dreams or to not... real life lyndsey world questions,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Olanzapin nehmen und seltsame Träume haben oder nicht... wirkliche-Lebensfragen von Lindsey World
en_15601,#ACPOntario Hramiak. DDP-4 Inhibitor metformin combination particularly promising. Dose for renal disease for most.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,ACPOntario Hramiak. Kombination aus DDP-4 Hemmer und Metformin besonders versprechend. Dosis für Nierenerkrankung für die meisten.
en_244,over-eaten again just before bed. stuffed. good chance i will choke on my own vomit during sleep. i blame #olanzapine #timetochange #bipolar,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Übergespeist wieder vor dem Schlafen. Vollgestopft. Gute Chance, dass ich während des Schlafens an meiner eigenen Erbrechen ersticken werde. Ich habe das olanzapine zu verdanken timetochange bipolar"
en_2797,#effexor #withdrawl is a monster that i have taken by the horns and am wrestling to the ground...this time i am winning! 7thdayfree,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Effexor Abklingung ist ein Ungeheuer, das ich die Hörner ergriffen und am Boden kämpfe...diesmal bin ich gewonnen! 7thdayfree"
en_5111,Can finally resume my #humira tonight. Thank goodness for that. I've never been this excited for a needle. Must mean it works. #crohns,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Kann heute abend wieder meine Humira nehmen. Danke Gott dafür. Ich habe nie so auf einen Nadel erwartet. Muss bedeuten, dass es funktioniert. crohns"
en_7601,@USER________ i haven't had an orgasm in a long time.. wtf.. #paxil,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,BENUTZER_____ ich habe lange keinen Orgasmus mehr... wtf.. paxil
en_5701,"rt @USER_________: ""effexor has meth-like substances.""",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"rt BENUTZER______ ""Effexor hat Meth-ähnliche Substanzen."""
en_12727,"@USER_____ have had no response on double and triple treatments. Have exhausted humors, enbrel, and now on this. Recently taken out of work",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Bei USER_____ gibt es bisher keine Antwort auf Doppel- und Dreifachbehandlungen. Die Humoren sind erschöpft, Enbrel ist versucht und jetzt stehe ich auf diesem. Gerade aus der Arbeit genommen"
en_3210,serves 24?  no it didn't.   send help. and someone with 500mg metformin asap. HTTPURL_______________,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"24 Stunden Dienst? Nein, es war nicht so. Hilfe bitte. Und jemand mit 500mg Metformin sofort. HTTPURL_______________"
en_7447,rt @USER_______: is it hot in here or is my vyvanse just kicking in?,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,rt USER_______ ist es hier warm oder stimmt mein Vyvanse einfach nur?
en_7103,"@USER________ effexor i found was not so bad. currently on cymbalta &amp;the wdrawals are vile. internet full of horror stories,",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER________ Effexor habe ich gefunden nicht so schlimm. derzeit auf Cymbalta ampdie Absetzung ist vielschmerzhaft. Internet voller Schreckensgeschichten,"
en_15230,going off paxil cr cold turkey is something you should never ever do if you value your brain cells.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"von Paxil abzugehen kalt-turkey ist etwas, das man niemals tun sollte, wenn man seine Gehirnzellen schätzt."
en_11785,rt @USER_______: liquid fluoxetine tastes like crap.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,rt USER_______ Flüssigkeitsfluoxetin schmeckt wie Mist.
en_10358,i took my trazodone like an hour ago and i can barely keep my eyes open and i need to finish homeworrrkkk,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,ich habe meine Trazodonum eine Stunde her und kann kaum meine Augen öffnen und muss noch zu Hausearbeit fertigstellen
en_13771,"@USER___ same with venlafaxine, 1 user I spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER___ gleich wie Venlafaxin, bei einem Benutzer, den ich jahre ago gesprochen habe, hat sie aufgehört, diese zu nehmen, als er begonnen hatte, akidische Reisen mit Verlust von Stunden zu haben"
en_16158,i am so tired right now. like i feel like i used to when i used to take seroquel and lithium. i haven't been this tired naturally ever,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"ich bin so müde jetzt. wie ich es damals war, wenn ich Seroquel und Lithium nahm. ich habe noch nie so müde natürlich gewesen"
en_9502,@USER____ @USER__________ januvia (sitagliptin) mixed with metformin(glucophage) worked like magic for my out of control diabetes.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,USER____ USER__________ Januvia (Sitagliptin) gemischt mit Metformin(Glucophage) hat mir meine außer Kontrolle geratene Diabetes wie Zauber getan.
en_17101,don't call me bipolar unless u gon fill my lamictal prescription and deal with my highs and lows,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"ruf mich nicht bipolar aus, bis du meine Lamictal-Rezeptur füllst und mit meinen Höhen und Tiefen umgeht"
en_1798,The movie Prozac Nation is literally me. Every fucking day.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Das Film Prozac Nation ist wirklich ich. Jeder Tag.
en_9279,@USER_____ d: do you need a lozenge? or maybe drink lukewarm water?,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,USER_____ d brauchst du eine Zuckerlücke? Oder vielleicht warmes Wasser trinken?
en_12775,ah the sting of the #humira injection. how i've not missed thee. #ankylosing #spondylitisq #ouch,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,ah die Stacheln der Humira-Injektion. wie ich dich seitdem nicht vermisst habe. ankylosing spondylitisq ouch
en_7107,@USER_________ i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER_________ ich kümmer mich nicht, ob sie giftig sind haha, das Einführen der Cipro-Tropfen ist praktisch gleichbedeutend mit Folter oww"
en_8847,ooh me too! rt @USER____: #schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,ja auch mir! rt USER____ schizophrenie seroquel hat mir gar nicht gefallen. hatte schwere Zittern und Gewichtszunahme.
en_11596,"@USER_____ Ooh, let me know how it goes? I've only ever tried fluoxetine for the antidepressants, and it doesn't seem to be working...",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER_____ Ooh, lass mich wissen, wie es geht? Ich habe nur je Fluoxetin für die Antidepressiva versucht, und das scheint mir nicht zu funktionieren..."
en_11845,"almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"fast explodiert meine Arme und Füße am Arbeitsplatz. sie schmerzen wie Hölle. Und die Schmerzen breiten sich aus, verdammter Cipro."
en_4814,guess i'm allergic to cipro...,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,scheinbar bin ich allergisch gegenüber Cipro...
en_10816,"02.20 Day 19 Rivaroxaban Diary woken up with pains in head, neck, back, hip and legs. Seeing Doc in 7 hours. No way am I continuin with Rvxn",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"02.20 Tag 19 Rivaroxaban-Tagebuch aufgewacht mit Schmerzen im Kopf, Hals, Rücken, Hüfte und Beinen. In sieben Stunden gehe ich zum Arzt. Es gibt keinen Weg, dass ich weiter mit Rvxn machen will"
en_10556,bananas contain a natural chemical that can make a person happy - the same chemical found in prozac. @USER_____ #eatthem,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Bananen enthalten eine natürliche Substanz, die ein Menschen glücklich machen kann - dieselbe Substanz findet sich auch in Prozac. USER_____ eatthem"
en_16751,this seroquel got me sleepy,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Dieser Seroquel hat mich betäubt
en_12689,03.00 day 19 rivaroxaban diary. just taken 2 paracetamol. probabably will take 70 minutes to work. a long painful night ahead.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"03.00 Uhr Tag 19 Rivaroxaban-Tagebuch. Gerade eingenommen 2 Paracetamol. Wahrscheinlich dauert es 70 Minuten, bis sie wirksam werden. Eine lange schmerzhafte Nacht vor mir."
en_8328,"2/2 blood tests scheduled. BP normal Now have own coaguckek machine. Still aches and pains, legs better. Taking codeine rivaroxaban losartan",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"22 Blutuntersuchungen terminiert. BP normal. Jetzt habe ich meine eigenen Koagulationskette-Maschine. Weiterhin Schmerzen, Beinen besser. Codein, Rivaroxaban, Losartan einnehmen"
en_17459,"latuda cures bipolar depression...side effects: could lead to comma or death. 'oh well at least you won't be depressed anymore""  wtf. 😒",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Latuda heilt bipolare Depression... Nebenwirkungen könnte zu Koma oder Tod führen. 'Oh ja, mindestens du wirst nicht mehr depressiv sein"" WTF."
en_12812,Can't sleep at night? Don't count sheep. Count your blessings. You will fall asleep faster. And that Lunesta moth will not come to haunt you,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Kann man nicht schlafen? Zähle nicht Schafe. Zähle deine Segen. Du schläfst schneller ein. Und der Lunesta-Schmetterling wird dich nicht mehr heimsuchen
en_2783,bedtime. hopefully  the headache and nausea from the levaquin will be gone leaving me with only the more common side effects of antibiotics.,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Schlafzeit. Hoffentlich sind mir die Kopfschmerzen und Nausee durch Levaquin verschwunden, lassend mich nur noch die häufigeren Nebenwirkungen von Antibiotika übrig bleiben."
en_5,"$1 million idea: Load Advair into an e-cig so you can just casually vape during an asthma attack. Bye bye wheezing, hello looking cool!",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"1 Million Idee Advair in eine e-Zigarette laden, damit man während einer Asthma-Attacke ruhig rauchen kann. Auf Wegesucht, Husten, hello cool!"
en_3559,"rt @USER_____: this xarelto ad is eternal and this guy has said the word ""bleeding"" at least a half dozen times and i don't know what xarel…",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"rt USER_____ diese Xarelto-Werbung ist ewig und dieser Mann hat mindestens ein Dutzend Mal das Wort ""Bluten"" gesagt und ich weiß noch nicht, was Xarel"
en_1848,I really hope this is the last time I have to see the cholesterol specialist... But I seriously slacked off this week with my crestor so...,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Ich hoffe, dass dies die letzte Zeit ist, in der ich den Cholesterin-Spezialisten sehen muss... Aber ich habe diesen Woche sehr gelockert mit meinem Crestor so..."
en_7450,"you're so happy , you're like santa  on prozac  at disneyland  getting laid",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Du bist so glücklich, du siehst aus wie Weihnachtsmann auf Prozac im Disneyland, der gerade verführt wird"
en_16933,My mom's friend asked what workout I do to keep my stomach so flat. When I told her Vyvanse and coffee she didn't look too pleased.,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Meine Mutterfreundin fragte mir, was ich ausmache, um meinen Bauch so flach zu halten. Als ich ihr Vyvanse und Kaffee erzählte, sah sie nicht sehr begeistert aus."
en_568,@USER___ ive been on actemra w/ mtx for 11 mths which works reasonably(not 100%)before that enbrel and cimzia w/mtx which didn't work at all,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER___ habe ich seit 11 Monaten Actemra zusammen mit MTX genommen, was zwar gut funktioniert (nicht 100), bevor das Enbrel und Cimzia zusammen mit MTX nicht funktionierte."
en_9523,my homie on his 10th perc 30 today oh my god that's 300 milligrams of oxycodone,0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Mein Freund ist heute auf seinem 10. Perc-30. Oh mein Gott, das sind 300 Milligramme Oxycodon."
en_9564,@USER__________ ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER__________ ffs!! ich habe jetzt Schmerzen, die mir durch die Arme und Beine schießen und heute ganze Körperbeschwerden Humira ist schrecklich ??"
en_10217,@USER____ with effexor if i miss one day i am dizzy and wrecked,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER____ mit Effexor, wenn ich einen Tag auslasse, bin ich betäubt und zerbrochen"
en_10186,"@USER___________ yeah, i'm on vyvanse and sometimes i have to be reminded to eat because i just forget.",1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"USER___________ ja, ich bin auf Vyvanse und manchmal muss ich erinnert werden, zu essen, weil ich es einfach vergiessen kann."
en_3894,lamotrigine causing steven johnson syndrome,1.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,Lamotrigin verursacht Steven-Johnson-Syndrom
en_5535,"woke up in pain, so i made a cocktail of cipro &amp; hydrocodone. i'm sooooo not missing work today. nope. not happening.",0.0,previous_SMM4H,tweet,de_translated,SMM4H_26_train,"Ich wachte in Schmerzen auf, also habe ich eine Mischung aus Cipro und Hydrocodon zubereitet. Ich werde heute absolut nicht an meiner Arbeit fehlen. Nein, das ist nicht möglich."
